stock_id,median_bas,median_log_activity,median_rv,mean_rv,rv_std,liquid_pct,illiquid_pct,mixed_pct,n_buckets,stock_regime,recommended_model
19,0.0003805280702338,7.871703596152045,0.0004413423605026,0.0005748469609930656,0.0005419245335190442,0.32152531777453636,0.2125442800583455,0.4659304021671182,4799,mixed,WLS / HAR-RV
20,0.0002649253336732,8.23266910487121,0.000496482177642,0.000614339287485123,0.0004777260041455526,0.5735416666666666,0.08833333333333333,0.338125,4800,liquid,EGARCH-X
21,0.00031810964178085,8.05007923661739,0.0004080833533887,0.0005100968745297097,0.000439016600559013,0.24395833333333333,0.022916666666666665,0.733125,4800,mixed,WLS / HAR-RV
22,0.00068939540817895,7.277933102413115,0.0007961984156890499,0.00099760384970946,0.0008447857658802288,0.04543559816590246,0.5989995831596499,0.35556481867444767,4798,illiquid,WLS / HAR-RV
23,0.0005645681730212,7.476770784124319,0.0007415224126641,0.0009181392805841447,0.0006997156250466326,0.09918733069389456,0.43675765784538445,0.464055011460721,4799,illiquid,WLS / HAR-RV
26,0.0003547243035925,7.941718803305826,0.0005139865973642,0.0006487486203268726,0.0005107989197383854,0.38466347155657427,0.1942071264846843,0.4211294019587414,4799,mixed,WLS / HAR-RV
27,0.0012428367842461001,6.690234275433255,0.00097917630484695,0.0013276811852279808,0.0013417357549709754,0.005247691015952981,0.9080604534005038,0.08669185558354324,4764,illiquid,WLS / HAR-RV
28,0.0003081654266694,8.080704187894487,0.0004624599302023,0.0005866559439034344,0.0005272306885723582,0.45863721608668473,0.10460512606793082,0.43675765784538445,4799,liquid,EGARCH-X
29,6.302263384871572e-05,9.655657745096988,0.00033081012687105,0.00039607268827781124,0.0002573123686312052,1.0,0.0,0.0,4800,liquid,EGARCH-X
30,0.000639118507935,7.354427219397911,0.000550795004907,0.0007373510086665225,0.0007217090318638015,0.09239130434782608,0.5209030100334449,0.3867056856187291,4784,illiquid,WLS / HAR-RV
31,0.001342214292196,6.61128149280025,0.00042934409525534995,0.0007266968947157117,0.0007605106620405638,0.0,1.0,0.0,4800,illiquid,WLS / HAR-RV
32,0.0003865066183899,7.853391347625982,0.00047179978926505,0.0005619594997780199,0.00040916474842244755,0.140625,0.000625,0.85875,4800,mixed,WLS / HAR-RV
33,0.0012274807558347,6.702393129295833,0.0008243217256904,0.0011541091789566862,0.001334825179085593,0.004002527912365704,0.8993048240994312,0.09669264798820308,4747,illiquid,WLS / HAR-RV
34,0.000236625613546,8.344750760162405,0.0004126366703355,0.0005322222986917191,0.0004707110990001683,0.650625,0.08729166666666667,0.26208333333333333,4800,liquid,EGARCH-X
35,0.00025337101370935,8.276500478523621,0.0005448813137223501,0.0006830736134475462,0.0005242197793647535,0.75125,0.019583333333333335,0.22916666666666666,4800,liquid,EGARCH-X
36,0.00026989002629635,8.214581877477942,0.0006152750641735499,0.000742459942464861,0.0005393877194325596,0.57,0.04708333333333333,0.3829166666666667,4800,liquid,EGARCH-X
37,0.00133605925763185,6.618209982821826,0.0009692230581883001,0.0013069702372580678,0.0012895375423710982,0.0006331785563528915,0.9508231321232588,0.04854368932038835,4738,illiquid,WLS / HAR-RV
38,0.00065378687307875,7.33142935736669,0.0006995118124641,0.000890055090710164,0.0007884541098407462,0.03419516263552961,0.5442035029190992,0.4216013344453711,4796,illiquid,WLS / HAR-RV
39,0.00020332327826635,8.495504862868005,0.00042221677747614997,0.0005452163151381934,0.0004452518403910066,0.7533333333333333,0.0525,0.19416666666666665,4800,liquid,EGARCH-X
40,0.0009225494045742,6.9873270430573005,0.0008930687890146,0.0011443282690110626,0.0010035117941078855,0.0077195910703108704,0.8113916127686209,0.18088879616106823,4793,illiquid,WLS / HAR-RV
41,0.00022754835455415,8.384605904820653,0.000345183583877,0.0004429890494627333,0.0004267047084786416,0.9664583333333333,0.003125,0.030416666666666668,4800,liquid,EGARCH-X
42,0.0003674827123385,7.9064149425994525,0.0005413688538623499,0.0006886573349663759,0.0006164636315602629,0.3308333333333333,0.168125,0.5010416666666667,4800,mixed,WLS / HAR-RV
43,4.414917315693397e-05,10.005363948689078,0.0002395911409983,0.0003000626222599557,0.0002197194801703602,1.0,0.0,0.0,4800,liquid,EGARCH-X
44,0.00022054163571339999,8.416106549260665,0.00057420944372505,0.0007256851558150455,0.0005440196349039615,0.8389583333333334,0.01,0.15104166666666666,4800,liquid,EGARCH-X
46,0.0002075887883743,8.475542412168462,0.00032938131433239996,0.00039665166964407737,0.00030078435297326955,0.9572916666666667,0.0025,0.04020833333333333,4800,liquid,EGARCH-X
47,0.00022821898441895,8.381980428313767,0.00037512400913030004,0.0004547307232369999,0.00037396717984670383,0.9497916666666667,0.004583333333333333,0.045625,4800,liquid,EGARCH-X
48,0.00045536240974285,7.692678863385195,0.0005445233072378999,0.0007127122538453407,0.0006420813820686486,0.18895833333333334,0.2627083333333333,0.5483333333333333,4800,mixed,WLS / HAR-RV
50,0.00020155766572595,8.503359431742945,0.00058744722204065,0.0006901403226409299,0.00041311603236537025,0.816875,0.005,0.178125,4800,liquid,EGARCH-X
51,0.00025764316331885,8.25972604417948,0.00042808463401655,0.0005334784936992576,0.0004271076150593295,0.6283333333333333,0.0825,0.2891666666666667,4800,liquid,EGARCH-X
52,0.00026459275663845005,8.234087768494788,0.00052695743588985,0.000649825722517419,0.0005052215994152731,0.5827083333333334,0.06291666666666666,0.354375,4800,liquid,EGARCH-X
53,0.00032145186612365,8.039258350406435,0.0004687122822434,0.0005861007017185004,0.0004795118758400976,0.43020833333333336,0.12416666666666666,0.445625,4800,liquid,EGARCH-X
55,0.00075686223392075,7.187202319852194,0.0008411183639702999,0.0010638799914758975,0.0008894070314345025,0.036071726438698916,0.6497080900750626,0.31422018348623854,4796,illiquid,WLS / HAR-RV
56,0.00037928048923850004,7.875830808184167,0.0008394488846599,0.00099827039256971,0.00062833151741004,0.26479166666666665,0.13604166666666667,0.5991666666666666,4800,mixed,WLS / HAR-RV
58,0.0005527521635434,7.49876140153616,0.0005788115932547,0.0007823005207105254,0.0007814518730970239,0.11725432923012727,0.43208846234091386,0.4506572084289589,4793,illiquid,WLS / HAR-RV
59,0.0004459622916784,7.712641395988525,0.0005857659289959999,0.0007568570340645267,0.0006636348423653863,0.17979166666666666,0.263125,0.5570833333333334,4800,mixed,WLS / HAR-RV
60,0.000592077110062,7.429228746325217,0.0004961556395345,0.0006794239309284387,0.0006549657502882414,0.09675392670157068,0.46722513089005235,0.43602094240837697,4775,illiquid,WLS / HAR-RV
61,0.0003514004869906,7.951231114806051,0.0007218944289693,0.0008561652614743133,0.0005691695161785705,0.30395833333333333,0.08395833333333333,0.6120833333333333,4800,mixed,WLS / HAR-RV
62,0.0007724701614172,7.164934994383343,0.0009221069944359,0.001153357096036074,0.0008891655327212163,0.02792248385080225,0.6586788914357158,0.31339862471348195,4799,illiquid,WLS / HAR-RV
63,0.00026076815867965,8.248469233944286,0.00061248358762865,0.0007516014547342692,0.0005322548847840378,0.661875,0.025,0.313125,4800,liquid,EGARCH-X
64,0.00019280250942315,8.548688603757684,0.00040206534646055,0.000489646952937879,0.000372708238494305,0.7983333333333333,0.026041666666666668,0.175625,4800,liquid,EGARCH-X
66,0.00055637281305065,7.492513651962314,0.0005588005243779501,0.0007105353108545615,0.0006664021167781769,0.1131051752921536,0.42362270450751255,0.46327212020033387,4792,illiquid,WLS / HAR-RV
67,0.0002634901499889,8.237698841250058,0.00044586909876204997,0.00056615206079598,0.00047207849540461855,0.6039583333333334,0.07895833333333334,0.31708333333333333,4800,liquid,EGARCH-X
68,0.0002817653319521,8.170331850854543,0.0004758281067481,0.0006258651338299071,0.0005884985898936138,0.5316666666666666,0.14229166666666668,0.3260416666666667,4800,liquid,EGARCH-X
69,8.623026552391132e-05,9.347599578518548,0.000409760539637,0.0005022519032285208,0.000346252124912573,0.9772916666666667,0.0,0.022708333333333334,4800,liquid,EGARCH-X
70,0.0003477990873072,7.961773604250946,0.0004480377329606,0.0005965744649567591,0.0005640846914458623,0.3761200250052094,0.1629506147113982,0.4609293602833924,4799,mixed,WLS / HAR-RV
72,0.00047383882978205,7.653387860517506,0.0005028470306509001,0.0006766698245199109,0.0006822480542380042,0.22238432680283451,0.34139224676948726,0.4362234264276782,4798,mixed,WLS / HAR-RV
73,0.00047685215715305,7.64590315805172,0.00072957143489475,0.0008862792078154475,0.0006556477461031396,0.14479166666666668,0.30125,0.5539583333333333,4800,mixed,WLS / HAR-RV
74,0.00038168016395825,7.869212685853297,0.00060460190606495,0.0007522911753514536,0.0006919573738253319,0.09229166666666666,0.12833333333333333,0.779375,4800,mixed,WLS / HAR-RV
75,0.0012092234243023,6.719509749765944,0.0010390485833986,0.001371188857741481,0.0013286459926551673,0.0012560184216035169,0.9346870420766171,0.06405693950177936,4777,illiquid,WLS / HAR-RV
76,0.000412947884804,7.789698988944272,0.0007546143753512,0.0009217978359995302,0.0006867089940852617,0.2552083333333333,0.21708333333333332,0.5277083333333333,4800,mixed,WLS / HAR-RV
77,0.00028822304599445,8.148911200508135,0.00056998659254105,0.0006750997930803794,0.0004755344984020551,0.5572916666666666,0.0077083333333333335,0.435,4800,liquid,EGARCH-X
78,0.00071597139054155,7.241616840105413,0.0007788490917269,0.0010123229816732682,0.000843305681776599,0.04126719466444352,0.6044185077115465,0.35431429762401,4798,illiquid,WLS / HAR-RV
80,0.0007777449994883501,7.155763931415102,0.0012310422851346502,0.0016646337802956575,0.0015177063538234926,0.022021812080536912,0.6528942953020134,0.3250838926174497,4768,illiquid,WLS / HAR-RV
81,0.0006153761986064,7.389393180146909,0.0009147360343381,0.001162089480558215,0.0009306649319267248,0.07709939570743905,0.4963534069597833,0.4265471973327777,4799,illiquid,WLS / HAR-RV
82,0.0004751270206384,7.6495772565186275,0.0005098823426599,0.0006517738681526324,0.0005677721642641912,0.17219787100814027,0.2984763097474431,0.5293258192444166,4791,mixed,WLS / HAR-RV
83,0.0007607234478183,7.178811089353252,0.000695317632806,0.0009416811895363358,0.0009251385561764258,0.029282576866764276,0.6557205605521857,0.31499686258105,4781,illiquid,WLS / HAR-RV
84,0.0003110388912841,8.072583975826344,0.00069775819842215,0.0008580022379891996,0.0006099909407807927,0.4554166666666667,0.10125,0.44333333333333336,4800,liquid,EGARCH-X
85,0.00030745046504555,8.083803143142095,0.0005071180006624,0.0006293261051468842,0.0005179508017555216,0.4508333333333333,0.09229166666666666,0.456875,4800,liquid,EGARCH-X
86,0.000263404986838,8.239588026300307,0.0004734340609373,0.0005812659821711963,0.0004942771396511103,0.7,0.03729166666666667,0.2627083333333333,4800,liquid,EGARCH-X
87,0.0005853228545476,7.441758553261265,0.00077126249895245,0.0009752290385206855,0.0007574970397276169,0.094375,0.464375,0.44125,4800,illiquid,WLS / HAR-RV
88,0.0009620176559036,6.946486264740056,0.0007035390634676001,0.0009651459917553944,0.001050735005527054,0.01658270361041142,0.7970193115029387,0.18639798488664988,4764,illiquid,WLS / HAR-RV
89,0.0004001008063172,7.820751379101723,0.0005494655909747,0.0007184868207282277,0.0007094041728770697,0.04837364470391994,0.19432860717264386,0.7572977481234362,4796,mixed,WLS / HAR-RV
90,0.0008635956611077,7.053853785666196,0.0007992603099289,0.0010579506451148806,0.0010387941879300955,0.01397288842544317,0.7587069864442127,0.2273201251303441,4795,illiquid,WLS / HAR-RV
93,0.00019589333206315,8.532430357822125,0.0003998094441453,0.00048705080221125266,0.00037035994001698234,0.7375,0.03916666666666667,0.22333333333333333,4800,liquid,EGARCH-X
94,0.0005527853903922,7.499776816376295,0.0006780201452209001,0.0008542701442343547,0.0007166645724611533,0.10946622185154295,0.42347789824854043,0.4670558798999166,4796,illiquid,WLS / HAR-RV
95,0.0003020503261479,8.102143411337222,0.0005243969506676,0.0006522882218593079,0.0004844885684615424,0.48083333333333333,0.09,0.42916666666666664,4800,liquid,EGARCH-X
96,0.00046560569141345005,7.670758510589026,0.0008200421800716501,0.0009814082063996671,0.0006787681762603572,0.14395833333333333,0.2575,0.5985416666666666,4800,mixed,WLS / HAR-RV
97,0.001035912239112,6.871783305284063,0.0010311181443183,0.0013307961983834427,0.001180683399061479,0.001876172607879925,0.8592870544090057,0.13883677298311445,4797,illiquid,WLS / HAR-RV
98,0.0007927954327164,7.138971688212745,0.0006428246183733,0.0008531863811878992,0.0008354048212205895,0.024879782563244825,0.6918252143006481,0.28329500313610706,4783,illiquid,WLS / HAR-RV
99,0.0001940795716776,8.542997204191867,0.00039305835598744997,0.000532516314129976,0.0005391903197172597,0.851875,0.017291666666666667,0.13083333333333333,4800,liquid,EGARCH-X
100,0.0005771245666736,7.456148405003009,0.0008039583870281,0.0010518588090845913,0.001050625577088678,0.07735613010842368,0.44015846538782316,0.4824854045037531,4796,illiquid,WLS / HAR-RV
101,0.0004826658820176,7.635536290990357,0.0007318444886798,0.0008814087599862638,0.0006064066379977965,0.24354166666666666,0.31875,0.4377083333333333,4800,mixed,WLS / HAR-RV
102,0.00061203201914405,7.3974625104898255,0.0007026218354351001,0.0008718773045313711,0.0007104507625883491,0.07527105921601335,0.49040867389491244,0.4343202668890742,4796,illiquid,WLS / HAR-RV
103,0.0008745007242871,7.040852316105595,0.0007718530634945,0.0010154945806782007,0.0010160399047204984,0.009404388714733543,0.7496342737722048,0.24096133751306165,4785,illiquid,WLS / HAR-RV
104,0.0004475007834428,7.709181470775033,0.0005079081568886,0.0006639108143304904,0.0005588137570428558,0.22472378569939547,0.28288513654367314,0.4923910777569314,4797,mixed,WLS / HAR-RV
105,0.00027874018692444996,8.181635775109335,0.00043520725706594997,0.0005368856812579641,0.0004683007307349832,0.569375,0.0975,0.333125,4800,liquid,EGARCH-X
107,0.0004012240330737,7.818175018047439,0.0004768223574699,0.0006158730649669261,0.0005508233565346307,0.2752656803500729,0.2479683267347364,0.4767659929151907,4799,mixed,WLS / HAR-RV
108,0.0003732369809508,7.891662925723648,0.0005249124468563501,0.0006407974169130201,0.0005016778271189103,0.20291666666666666,0.006458333333333333,0.790625,4800,mixed,WLS / HAR-RV
109,0.0004884778508507,7.622399733930744,0.0007236765016476,0.0008938323691411337,0.0006889492327402417,0.17375,0.3120833333333333,0.5141666666666667,4800,mixed,WLS / HAR-RV
110,0.00072451879306565,7.229467994026894,0.0007182225869481499,0.0008510361386839271,0.0006957192333690924,0.010285474391267842,0.6410579345088161,0.34865659109991604,4764,illiquid,WLS / HAR-RV
111,0.0001946595948282,8.53902739919143,0.00044438346884325,0.0005412974780485542,0.00041987149710382825,0.9760416666666667,0.004583333333333333,0.019375,4800,liquid,EGARCH-X
112,0.0010721423760025,6.837710303171203,0.00081008094628635,0.0010963950540549628,0.0012563169846374492,0.011515912897822446,0.847571189279732,0.14091289782244557,4776,illiquid,WLS / HAR-RV
113,0.0004772775176924,7.6462778644570975,0.0007459257030901,0.0008662731946894655,0.0005696442296021999,0.10127109814544696,0.24150864763492394,0.657220254219629,4799,mixed,WLS / HAR-RV
114,0.00050758119234565,7.584087734884266,0.00069982298631405,0.0008733899791864762,0.0007036771642593076,0.12270833333333334,0.3575,0.5197916666666667,4800,mixed,WLS / HAR-RV
115,0.00041545679592435,7.783844002274262,0.0004572500250302,0.0005837970925474558,0.0005283500394089019,0.24822695035460993,0.23028785982478098,0.5214851898206091,4794,mixed,WLS / HAR-RV
116,0.00080857199102835,7.119701173777567,0.00074375970646855,0.0009475991682311543,0.0008195182533854482,0.03423799582463465,0.6914405010438414,0.27432150313152404,4790,illiquid,WLS / HAR-RV
118,0.0006702824171136,7.307272996882097,0.0007309305496302,0.0009655076930195288,0.0008332605147278911,0.02897644361058995,0.5745257452574526,0.3964978111319575,4797,illiquid,WLS / HAR-RV
119,0.00021740469289679998,8.428635228953077,0.00052609990721665,0.0006688710673036487,0.0005183103409869207,0.8858333333333334,0.0125,0.10166666666666667,4800,liquid,EGARCH-X
120,0.00021845200485195,8.425103069387646,0.00048304805754285,0.0006084871530663272,0.00048568536063778306,0.725625,0.035833333333333335,0.23854166666666668,4800,liquid,EGARCH-X
122,0.0004533318603921,7.695717651061608,0.0006516474616779,0.0008133535085009258,0.0006703041112175402,0.21638524077548468,0.2953929539295393,0.48822180529497605,4797,mixed,WLS / HAR-RV
123,0.000175356619124,8.643154923320743,0.0004160832360503,0.0005084361298138876,0.00037780721065607583,0.8627083333333333,0.018125,0.11916666666666667,4800,liquid,EGARCH-X
124,0.00019327124466255,8.546981751373625,0.00069065465502995,0.0008449609416191439,0.0005738380189321254,0.945625,0.0027083333333333334,0.051666666666666666,4800,liquid,EGARCH-X
125,0.00018589031927040002,8.585270643192374,0.0003279758720263,0.0004019975370305451,0.0003294344895439635,0.9335416666666667,0.013333333333333334,0.053125,4800,liquid,EGARCH-X
126,0.0008191452908795,7.105708455229414,0.000847434321447,0.0011058335666085338,0.0010430597799692017,0.02047211196991853,0.7198663045748903,0.25966158345519114,4787,illiquid,WLS / HAR-RV
